34,  34,  34,  34,  34,  34,  34,  27,  33,  32,  33,  0,  34,  34,  34,  28,  26,  29,  26,  26,  26,  28,  28,  28,  28,  28,  28,  28,  28,  28,  34,  34,  34,  27,  27,  34,  34,  34,  34,  29,  22,  30,  31,  31,  30,  26,  26,  29,  29,  26,  28,  26,  26,  26,  26,  26,  27,  27,  34,  34,  34,  34,  34,  26,  29,  26,  29,  29,  30,  32,  32,  31,  31,  31,  30,  31,  32,  31,  31,  30,  30,  31,  31,  30,  26,  29,  29,  29,  29,  26,  30,  26,  29,  0,  21,  22,  30,  30,  22,  34,  34,  33,  32,  24,  23,  0,  0,  0,  22,  22,  0,  0,  22,  22,  22,  22,  0,  0,  23,  0,  0,  0,  23,  0,  23,  23,  23,  23,  0,  23,  0,  24,  0,  23,  24,  0,  32,  33,  0,  0,  23,  23,  23,  0,  0,  0,  23,  23,  24,  32,  23,  22,  22,  23,  0,  0,  22,  0,  0,  0,  0,  0,  22,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  21,  0,  22,  0,  24,  24,  25,  0,  0,  24,  0,  0,  32,  32,  32,  32,  24,  32,  0,  23,  0,  0,  0,  23,  0,  23,  0,  24,  0,  24,  24,  24,  24,  0,  23,  23,  0,  0,  23,  23,  0,  23,  23,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  21,  22,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  23,  23,  23,  23,  0,  0,  23,  24,  0,  0,  0,  24,  0,  23,  23,  0,  0,  23,  0,  24,  0,  25,  25,  26,  27,  28,  32,  32,  32,  32,  0,  27,  27,  27,  0,  0,  0,  32,  33,  33,  32,  32,  32,  32,  33,  33,  33,  33,  32,  33,  30,  30,  34, 
34,  34,  34,  34,  34,  34,  27,  33,  33,  32,  33,  27,  34,  34,  34,  28,  26,  26,  26,  26,  28,  28,  28,  28,  28,  28,  28,  28,  28,  28,  34,  34,  34,  27,  27,  0,  34,  26,  23,  29,  22,  30,  31,  30,  26,  26,  26,  29,  29,  29,  26,  26,  26,  26,  26,  26,  28,  28,  26,  34,  34,  34,  34,  28,  26,  26,  26,  26,  30,  31,  31,  31,  31,  31,  30,  31,  31,  30,  30,  26,  29,  26,  30,  31,  30,  26,  29,  26,  29,  26,  30,  26,  29,  29,  29,  22,  29,  22,  30,  30,  22,  20,  26,  34,  34,  33,  32,  24,  0,  23,  23,  23,  0,  0,  0,  0,  0,  0,  0,  22,  0,  0,  0,  0,  0,  23,  0,  0,  24,  23,  0,  0,  0,  23,  0,  0,  24,  24,  23,  0,  0,  23,  22,  22,  22,  0,  23,  0,  24,  24,  0,  0,  0,  23,  0,  0,  23,  0,  22,  22,  0,  0,  0,  0,  0,  21,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  21,  0,  22,  0,  0,  0,  0,  24,  24,  24,  0,  0,  24,  24,  0,  0,  32,  32,  0,  0,  23,  23,  23,  0,  0,  0,  0,  0,  0,  24,  24,  0,  0,  23,  0,  24,  0,  0,  23,  23,  23,  0,  24,  24,  0,  23,  0,  22,  0,  22,  0,  0,  0,  22,  22,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  23,  23,  0,  0,  0,  23,  0,  24,  0,  0,  0,  24,  0,  0,  23,  23,  0,  0,  23,  0,  0,  0,  24,  25,  27,  27,  32,  32,  32,  32,  0,  27,  27,  27,  0,  28,  32,  32,  33,  33,  32,  32,  32,  33,  33,  33,  33,  33,  33,  0,  34,  30,  30, 
34,  34,  34,  34,  34,  34,  27,  33,  32,  32,  32,  33,  27,  34,  34,  22,  26,  28,  28,  26,  28,  28,  28,  28,  28,  26,  23,  23,  28,  28,  34,  34,  34,  27,  27,  27,  34,  20,  22,  22,  29,  30,  31,  30,  30,  26,  29,  26,  28,  28,  26,  26,  26,  26,  29,  29,  26,  26,  22,  26,  34,  34,  34,  28,  0,  0,  22,  29,  30,  31,  31,  31,  30,  30,  26,  26,  30,  26,  29,  29,  29,  26,  30,  31,  30,  26,  26,  28,  29,  26,  30,  26,  29,  29,  29,  29,  22,  29,  29,  29,  22,  22,  22,  29,  26,  34,  34,  34,  27,  33,  33,  33,  32,  32,  0,  23,  0,  22,  0,  0,  22,  22,  23,  23,  23,  23,  23,  20,  0,  0,  0,  0,  0,  23,  0,  32,  24,  32,  0,  23,  0,  0,  23,  0,  0,  25,  0,  0,  23,  0,  32,  0,  0,  0,  23,  23,  24,  0,  0,  0,  23,  0,  23,  0,  22,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  21,  21,  21,  21,  0,  0,  0,  0,  0,  0,  0,  0,  0,  24,  0,  32,  24,  32,  32,  32,  24,  0,  32,  0,  0,  0,  22,  23,  0,  24,  24,  0,  0,  0,  23,  0,  24,  0,  24,  23,  23,  0,  0,  0,  0,  24,  0,  0,  0,  22,  0,  0,  22,  22,  0,  0,  0,  23,  0,  0,  0,  0,  0,  0,  0,  0,  23,  0,  0,  0,  0,  0,  24,  0,  0,  0,  24,  24,  0,  0,  0,  23,  0,  0,  23,  23,  23,  23,  24,  26,  0,  32,  32,  32,  0,  0,  0,  0,  0,  28,  0,  32,  32,  33,  33,  33,  32,  32,  32,  30,  33,  32,  32,  32,  33,  30,  30,  27,  33, 
34,  34,  34,  34,  34,  27,  33,  32,  32,  0,  32,  33,  27,  34,  34,  28,  26,  26,  28,  26,  28,  28,  28,  26,  28,  28,  23,  23,  28,  28,  34,  34,  27,  27,  33,  27,  34,  26,  29,  21,  29,  29,  26,  26,  26,  29,  29,  26,  28,  22,  22,  22,  22,  22,  22,  29,  28,  21,  21,  23,  28,  34,  34,  34,  34,  26,  29,  22,  30,  30,  31,  31,  31,  30,  26,  29,  26,  26,  26,  26,  31,  31,  30,  30,  26,  29,  28,  28,  26,  29,  26,  26,  22,  22,  22,  22,  22,  29,  29,  22,  22,  22,  22,  21,  34,  34,  34,  34,  34,  34,  27,  27,  34,  34,  34,  34,  34,  27,  33,  33,  33,  33,  28,  28,  26,  34,  34,  27,  32,  32,  32,  32,  20,  0,  23,  0,  32,  33,  0,  24,  24,  24,  0,  23,  24,  0,  0,  0,  0,  0,  32,  32,  24,  0,  0,  0,  24,  24,  23,  23,  23,  0,  0,  0,  22,  0,  0,  0,  0,  0,  0,  0,  0,  20,  0,  0,  0,  21,  0,  0,  0,  21,  21,  0,  0,  0,  0,  21,  0,  0,  23,  24,  0,  24,  24,  32,  32,  32,  32,  32,  32,  24,  32,  32,  0,  23,  22,  0,  23,  0,  0,  0,  0,  23,  0,  24,  24,  0,  24,  0,  23,  23,  23,  0,  0,  0,  23,  0,  0,  0,  0,  23,  0,  22,  22,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  23,  23,  23,  23,  23,  24,  24,  0,  0,  0,  24,  0,  23,  23,  0,  23,  0,  0,  0,  0,  0,  24,  25,  26,  27,  0,  0,  0,  0,  0,  0,  0,  0,  28,  32,  32,  32,  32,  33,  32,  32,  32,  33,  31,  33,  32,  32,  32,  33,  30,  33,  33,  33, 
34,  34,  34,  34,  26,  33,  32,  32,  24,  24,  0,  32,  33,  26,  34,  21,  22,  23,  28,  29,  28,  28,  28,  26,  26,  28,  23,  23,  28,  28,  34,  34,  27,  27,  33,  33,  33,  34,  34,  34,  28,  26,  26,  26,  26,  26,  29,  22,  28,  21,  28,  28,  26,  26,  26,  28,  34,  34,  34,  34,  34,  34,  27,  27,  34,  34,  26,  29,  29,  29,  30,  32,  31,  30,  26,  28,  26,  26,  26,  26,  26,  26,  29,  26,  26,  28,  28,  26,  26,  29,  26,  26,  26,  26,  26,  29,  29,  29,  29,  29,  29,  29,  29,  22,  28,  26,  34,  34,  34,  34,  34,  34,  34,  34,  34,  34,  34,  34,  34,  34,  28,  28,  30,  31,  31,  31,  31,  22,  29,  28,  34,  33,  32,  0,  20,  0,  0,  23,  24,  23,  23,  24,  23,  0,  0,  0,  0,  0,  0,  0,  0,  32,  32,  32,  32,  0,  23,  0,  0,  0,  0,  0,  24,  24,  23,  0,  0,  21,  21,  21,  0,  0,  0,  0,  0,  0,  21,  0,  21,  21,  0,  0,  21,  0,  21,  21,  21,  0,  0,  0,  0,  24,  0,  24,  24,  0,  32,  24,  24,  32,  32,  32,  32,  32,  0,  0,  23,  0,  23,  0,  0,  23,  23,  23,  0,  24,  24,  0,  24,  24,  0,  0,  0,  0,  23,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  22,  0,  0,  22,  22,  0,  0,  0,  0,  0,  23,  23,  23,  24,  24,  24,  24,  24,  0,  23,  23,  0,  23,  23,  0,  0,  0,  0,  0,  0,  0,  0,  26,  27,  0,  27,  27,  27,  27,  27,  0,  28,  32,  32,  32,  32,  32,  32,  32,  33,  33,  33,  32,  32,  32,  32,  33,  32,  32,  32,  33, 
26,  26,  26,  26,  27,  33,  32,  32,  24,  24,  0,  32,  33,  27,  34,  21,  28,  23,  28,  26,  28,  28,  28,  28,  28,  28,  23,  23,  28,  28,  34,  34,  27,  27,  33,  33,  33,  34,  34,  34,  28,  22,  29,  26,  29,  29,  29,  22,  22,  21,  28,  26,  34,  34,  34,  34,  34,  34,  34,  34,  34,  0,  33,  33,  27,  34,  34,  34,  26,  34,  21,  31,  31,  30,  26,  26,  28,  28,  26,  26,  28,  28,  28,  28,  28,  26,  28,  26,  29,  26,  26,  26,  26,  26,  26,  29,  26,  26,  26,  26,  29,  29,  29,  22,  22,  28,  23,  34,  34,  34,  34,  34,  34,  34,  34,  34,  34,  34,  34,  34,  34,  34,  22,  29,  30,  31,  31,  31,  30,  30,  30,  30,  26,  28,  34,  33,  32,  23,  20,  22,  0,  0,  0,  0,  21,  0,  0,  0,  0,  0,  0,  32,  32,  32,  32,  32,  0,  0,  0,  0,  0,  0,  23,  0,  0,  23,  0,  22,  22,  22,  0,  0,  21,  0,  0,  0,  0,  0,  0,  0,  0,  21,  21,  21,  0,  0,  22,  0,  21,  0,  0,  0,  0,  24,  24,  24,  24,  0,  0,  24,  32,  32,  24,  32,  32,  24,  24,  23,  23,  0,  0,  0,  0,  23,  23,  0,  24,  0,  24,  24,  24,  0,  0,  0,  23,  0,  0,  0,  0,  23,  23,  23,  23,  23,  0,  0,  0,  0,  0,  0,  0,  0,  0,  22,  0,  0,  0,  0,  0,  0,  23,  0,  0,  0,  24,  24,  0,  23,  23,  23,  23,  23,  0,  23,  23,  0,  0,  0,  0,  0,  24,  26,  27,  27,  27,  27,  27,  0,  28,  0,  0,  32,  28,  28,  32,  32,  33,  33,  33,  33,  32,  32,  33,  33,  32,  32,  32,  32,  33, 
27,  27,  33,  33,  33,  33,  32,  0,  32,  32,  32,  32,  32,  33,  34,  34,  28,  22,  26,  28,  28,  22,  22,  28,  28,  28,  23,  23,  28,  0,  28,  34,  27,  33,  33,  27,  27,  27,  34,  34,  28,  0,  26,  22,  28,  26,  29,  22,  29,  22,  28,  23,  26,  34,  34,  34,  34,  34,  34,  34,  34,  34,  27,  33,  33,  27,  34,  34,  29,  34,  34,  34,  22,  30,  26,  30,  26,  26,  26,  26,  26,  26,  26,  29,  26,  26,  26,  29,  26,  26,  30,  30,  30,  30,  30,  26,  26,  29,  26,  26,  26,  26,  26,  22,  26,  22,  28,  28,  28,  26,  34,  34,  34,  34,  34,  34,  34,  34,  34,  34,  23,  28,  28,  29,  30,  31,  31,  31,  26,  26,  30,  31,  30,  30,  26,  30,  30,  26,  34,  27,  33,  33,  27,  0,  20,  20,  0,  0,  0,  0,  0,  23,  23,  0,  32,  0,  0,  0,  23,  0,  0,  23,  0,  0,  0,  0,  0,  0,  0,  0,  22,  0,  0,  21,  21,  0,  0,  0,  21,  0,  0,  0,  21,  21,  0,  0,  22,  22,  0,  0,  21,  0,  0,  0,  0,  24,  24,  0,  0,  32,  32,  0,  0,  24,  24,  32,  24,  23,  23,  0,  0,  0,  0,  23,  23,  23,  0,  24,  0,  0,  24,  24,  24,  0,  24,  23,  0,  0,  24,  0,  24,  0,  0,  24,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  23,  23,  23,  23,  23,  23,  23,  0,  23,  23,  0,  0,  0,  24,  0,  0,  0,  0,  0,  22,  0,  0,  24,  25,  27,  0,  0,  0,  0,  0,  0,  0,  0,  28,  32,  33,  33,  33,  33,  33,  33,  33,  33,  33,  32,  32,  32,  32,  32, 
33,  33,  33,  33,  33,  32,  32,  0,  0,  0,  32,  32,  33,  27,  34,  23,  28,  28,  26,  22,  28,  22,  22,  22,  23,  27,  27,  34,  34,  28,  34,  34,  34,  33,  33,  27,  33,  27,  27,  26,  27,  34,  28,  0,  29,  29,  22,  22,  22,  28,  28,  23,  27,  34,  34,  34,  34,  34,  34,  34,  34,  34,  0,  0,  33,  33,  27,  0,  34,  34,  34,  34,  34,  29,  30,  31,  30,  29,  29,  30,  30,  26,  26,  29,  26,  26,  26,  29,  26,  30,  30,  30,  26,  26,  26,  29,  29,  29,  29,  29,  29,  29,  26,  26,  29,  26,  28,  28,  28,  28,  27,  34,  34,  34,  34,  34,  34,  34,  34,  34,  27,  22,  28,  22,  30,  31,  26,  29,  26,  30,  31,  31,  31,  31,  31,  31,  31,  31,  30,  30,  30,  32,  26,  31,  30,  29,  21,  29,  22,  0,  34,  27,  33,  27,  34,  34,  27,  26,  26,  33,  33,  33,  23,  23,  0,  23,  0,  0,  22,  22,  22,  0,  0,  0,  0,  0,  22,  0,  22,  21,  0,  21,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  22,  23,  0,  0,  23,  0,  0,  0,  24,  32,  24,  0,  32,  0,  23,  0,  23,  23,  0,  23,  23,  0,  23,  23,  0,  23,  0,  0,  0,  24,  0,  23,  0,  0,  0,  25,  25,  0,  0,  0,  0,  22,  0,  0,  23,  0,  0,  0,  0,  0,  22,  22,  22,  22,  0,  0,  0,  0,  23,  0,  0,  0,  0,  0,  23,  23,  23,  24,  0,  24,  24,  0,  24,  23,  23,  0,  22,  22,  0,  23,  0,  24,  24,  0,  25,  25,  26,  27,  27,  27,  27,  28,  32,  32,  32,  27,  32,  33,  33,  33,  33,  32,  32,  32,  32,  32, 
33,  33,  33,  33,  33,  32,  0,  24,  24,  24,  32,  32,  33,  34,  34,  23,  22,  28,  23,  22,  28,  22,  28,  28,  27,  34,  34,  34,  34,  34,  34,  34,  34,  27,  33,  33,  33,  33,  33,  33,  32,  32,  34,  21,  29,  0,  28,  28,  23,  28,  26,  22,  26,  27,  34,  34,  34,  34,  34,  34,  29,  34,  34,  27,  33,  33,  33,  33,  34,  34,  34,  34,  34,  34,  30,  30,  26,  26,  29,  26,  30,  30,  21,  29,  26,  26,  26,  29,  26,  31,  31,  26,  29,  26,  26,  26,  26,  29,  29,  26,  29,  29,  22,  29,  22,  22,  22,  22,  28,  28,  28,  26,  34,  34,  34,  34,  34,  34,  34,  34,  28,  22,  29,  29,  29,  29,  26,  29,  26,  30,  31,  31,  31,  31,  32,  32,  32,  0,  31,  30,  26,  30,  32,  31,  31,  31,  31,  31,  31,  31,  22,  34,  34,  34,  29,  22,  29,  29,  21,  21,  29,  29,  34,  34,  34,  34,  34,  27,  33,  32,  32,  24,  23,  23,  22,  0,  0,  0,  21,  0,  0,  20,  0,  20,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  23,  24,  25,  32,  26,  24,  23,  23,  23,  0,  23,  23,  23,  24,  0,  0,  0,  24,  0,  23,  23,  0,  24,  24,  24,  24,  0,  0,  23,  23,  24,  25,  26,  0,  23,  0,  0,  0,  0,  0,  24,  24,  23,  0,  0,  0,  0,  0,  0,  0,  0,  23,  0,  0,  0,  0,  0,  0,  0,  0,  23,  0,  23,  0,  0,  24,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  22,  0,  0,  0,  0,  25,  27,  27,  27,  0,  27,  27,  27,  27,  32,  33,  33,  33,  32,  32,  32,  32,  33, 
33,  33,  33,  32,  33,  32,  24,  24,  24,  24,  25,  32,  33,  27,  34,  28,  26,  27,  27,  23,  28,  28,  22,  23,  27,  34,  34,  34,  34,  34,  34,  34,  34,  34,  27,  27,  33,  33,  33,  32,  33,  33,  34,  29,  31,  30,  22,  22,  23,  22,  28,  28,  26,  26,  23,  26,  34,  34,  34,  34,  34,  34,  34,  27,  33,  33,  33,  33,  34,  34,  34,  29,  34,  34,  28,  28,  22,  22,  29,  26,  26,  26,  21,  29,  29,  26,  28,  28,  29,  29,  26,  29,  26,  26,  26,  26,  29,  29,  26,  26,  29,  29,  22,  29,  29,  22,  22,  22,  28,  28,  28,  23,  28,  34,  34,  34,  26,  34,  34,  34,  28,  28,  22,  29,  29,  26,  26,  26,  26,  21,  30,  31,  31,  31,  31,  32,  32,  32,  31,  21,  26,  26,  30,  30,  30,  30,  26,  28,  21,  21,  28,  34,  34,  28,  22,  31,  31,  31,  26,  30,  30,  31,  31,  31,  31,  31,  31,  30,  30,  31,  31,  32,  32,  31,  34,  33,  23,  0,  0,  0,  20,  20,  20,  0,  0,  0,  22,  0,  0,  0,  0,  0,  0,  0,  21,  0,  22,  0,  23,  23,  0,  23,  23,  23,  0,  24,  24,  23,  0,  0,  24,  32,  32,  33,  32,  0,  24,  0,  23,  23,  23,  23,  0,  0,  23,  0,  23,  24,  25,  25,  0,  0,  0,  0,  23,  0,  24,  0,  24,  24,  23,  0,  23,  0,  23,  0,  23,  23,  23,  23,  23,  0,  0,  0,  0,  0,  0,  0,  0,  0,  23,  0,  24,  24,  24,  24,  0,  0,  0,  23,  23,  23,  0,  22,  0,  0,  0,  0,  22,  0,  24,  25,  27,  28,  0,  0,  27,  0,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32, 
